StudyId,SubjectId,MonitorSerial,Sensor,Timestamp,TemperatureCelsius
1013,62593,CPW1C47210388,ADXL,1663082684,28.67088608
1013,62593,CPW1C47210388,MCU,1663082684,28.57142857
1013,62593,CPW1C47210388,ADXL,1663082688,28.67088608
1013,62593,CPW1C47210388,MCU,1663082688,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082692,28.60759494
1013,62593,CPW1C47210388,MCU,1663082692,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082696,28.67088608
1013,62593,CPW1C47210388,MCU,1663082696,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082700,28.67088608
1013,62593,CPW1C47210388,MCU,1663082700,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082704,28.67088608
1013,62593,CPW1C47210388,MCU,1663082704,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082708,28.67088608
1013,62593,CPW1C47210388,MCU,1663082708,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082712,28.67088608
1013,62593,CPW1C47210388,MCU,1663082712,28.57142857
1013,62593,CPW1C47210388,ADXL,1663082716,28.67088608
1013,62593,CPW1C47210388,MCU,1663082716,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082720,28.60759494
1013,62593,CPW1C47210388,MCU,1663082720,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082724,28.48101266
1013,62593,CPW1C47210388,MCU,1663082724,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082728,28.67088608
1013,62593,CPW1C47210388,MCU,1663082728,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082732,28.67088608
1013,62593,CPW1C47210388,MCU,1663082732,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082736,28.73417722
1013,62593,CPW1C47210388,MCU,1663082736,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082740,28.67088608
1013,62593,CPW1C47210388,MCU,1663082740,28
1013,62593,CPW1C47210388,ADXL,1663082744,28.67088608
1013,62593,CPW1C47210388,MCU,1663082744,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082748,28.67088608
1013,62593,CPW1C47210388,MCU,1663082748,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082752,28.67088608
1013,62593,CPW1C47210388,MCU,1663082752,28.57142857
1013,62593,CPW1C47210388,ADXL,1663082756,28.67088608
1013,62593,CPW1C47210388,MCU,1663082756,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082760,28.67088608
1013,62593,CPW1C47210388,MCU,1663082760,28
1013,62593,CPW1C47210388,ADXL,1663082764,28.67088608
1013,62593,CPW1C47210388,MCU,1663082764,28.57142857
1013,62593,CPW1C47210388,ADXL,1663082768,28.67088608
1013,62593,CPW1C47210388,MCU,1663082768,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082772,28.60759494
1013,62593,CPW1C47210388,MCU,1663082772,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082776,28.67088608
1013,62593,CPW1C47210388,MCU,1663082776,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082780,28.67088608
1013,62593,CPW1C47210388,MCU,1663082780,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082784,28.67088608
1013,62593,CPW1C47210388,MCU,1663082784,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082788,28.67088608
1013,62593,CPW1C47210388,MCU,1663082788,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082792,28.60759494
1013,62593,CPW1C47210388,MCU,1663082792,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082796,28.60759494
1013,62593,CPW1C47210388,MCU,1663082796,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082800,28.67088608
1013,62593,CPW1C47210388,MCU,1663082800,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082804,28.67088608
1013,62593,CPW1C47210388,MCU,1663082804,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082808,28.67088608
1013,62593,CPW1C47210388,MCU,1663082808,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082812,28.60759494
1013,62593,CPW1C47210388,MCU,1663082812,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082816,28.60759494
1013,62593,CPW1C47210388,MCU,1663082816,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082820,28.60759494
1013,62593,CPW1C47210388,MCU,1663082820,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082824,28.67088608
1013,62593,CPW1C47210388,MCU,1663082824,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082828,28.60759494
1013,62593,CPW1C47210388,MCU,1663082828,28
1013,62593,CPW1C47210388,ADXL,1663082832,28.67088608
1013,62593,CPW1C47210388,MCU,1663082832,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082836,28.60759494
1013,62593,CPW1C47210388,MCU,1663082836,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082840,28.48101266
1013,62593,CPW1C47210388,MCU,1663082840,27.71428571
1013,62593,CPW1C47210388,ADXL,1663082844,28.60759494
1013,62593,CPW1C47210388,MCU,1663082844,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082848,28.60759494
1013,62593,CPW1C47210388,MCU,1663082848,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082852,28.48101266
1013,62593,CPW1C47210388,MCU,1663082852,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082856,28.60759494
1013,62593,CPW1C47210388,MCU,1663082856,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082860,28.60759494
1013,62593,CPW1C47210388,MCU,1663082860,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082864,28.48101266
1013,62593,CPW1C47210388,MCU,1663082864,28
1013,62593,CPW1C47210388,ADXL,1663082868,28.48101266
1013,62593,CPW1C47210388,MCU,1663082868,28
1013,62593,CPW1C47210388,ADXL,1663082872,28.48101266
1013,62593,CPW1C47210388,MCU,1663082872,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082876,28.48101266
1013,62593,CPW1C47210388,MCU,1663082876,28
1013,62593,CPW1C47210388,ADXL,1663082880,28.48101266
1013,62593,CPW1C47210388,MCU,1663082880,28
1013,62593,CPW1C47210388,ADXL,1663082884,28.48101266
1013,62593,CPW1C47210388,MCU,1663082884,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082888,28.48101266
1013,62593,CPW1C47210388,MCU,1663082888,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082892,28.48101266
1013,62593,CPW1C47210388,MCU,1663082892,28
1013,62593,CPW1C47210388,ADXL,1663082896,28.41772152
1013,62593,CPW1C47210388,MCU,1663082896,28
1013,62593,CPW1C47210388,ADXL,1663082900,28.48101266
1013,62593,CPW1C47210388,MCU,1663082900,28.28571429
1013,62593,CPW1C47210388,ADXL,1663082904,28.48101266
1013,62593,CPW1C47210388,MCU,1663082904,28
1013,62593,CPW1C47210388,ADXL,1663082908,28.48101266
1013,62593,CPW1C47210388,MCU,1663082908,28
1013,62593,CPW1C47210388,ADXL,1663082912,28.41772152
1013,62593,CPW1C47210388,MCU,1663082912,28
1013,62593,CPW1C47210388,ADXL,1663082916,28.41772152
1013,62593,CPW1C47210388,MCU,1663082916,28
1013,62593,CPW1C47210388,ADXL,1663082920,28.48101266
1013,62593,CPW1C47210388,MCU,1663082920,28
1013,62593,CPW1C47210388,ADXL,1663082924,28.29113924
1013,62593,CPW1C47210388,MCU,1663082924,28
1013,62593,CPW1C47210388,ADXL,1663082928,28.48101266
1013,62593,CPW1C47210388,MCU,1663082928,28
1013,62593,CPW1C47210388,ADXL,1663082932,28.29113924
1013,62593,CPW1C47210388,MCU,1663082932,28
1013,62593,CPW1C47210388,ADXL,1663082936,28.29113924
1013,62593,CPW1C47210388,MCU,1663082936,28
1013,62593,CPW1C47210388,ADXL,1663082940,28.41772152
1013,62593,CPW1C47210388,MCU,1663082940,28
1013,62593,CPW1C47210388,ADXL,1663082944,28.29113924
1013,62593,CPW1C47210388,MCU,1663082944,28
1013,62593,CPW1C47210388,ADXL,1663082948,28.2278481
1013,62593,CPW1C47210388,MCU,1663082948,28
1013,62593,CPW1C47210388,ADXL,1663082952,28.41772152
1013,62593,CPW1C47210388,MCU,1663082952,28
1013,62593,CPW1C47210388,ADXL,1663082956,28.29113924
1013,62593,CPW1C47210388,MCU,1663082956,28
1013,62593,CPW1C47210388,ADXL,1663082960,28.48101266
1013,62593,CPW1C47210388,MCU,1663082960,28
1013,62593,CPW1C47210388,ADXL,1663082964,28.29113924
1013,62593,CPW1C47210388,MCU,1663082964,28
1013,62593,CPW1C47210388,ADXL,1663082968,28.29113924
1013,62593,CPW1C47210388,MCU,1663082968,28
1013,62593,CPW1C47210388,ADXL,1663082972,28.29113924
1013,62593,CPW1C47210388,MCU,1663082972,27.71428571
1013,62593,CPW1C47210388,ADXL,1663082976,28.41772152
1013,62593,CPW1C47210388,MCU,1663082976,28
1013,62593,CPW1C47210388,ADXL,1663082980,28.29113924
1013,62593,CPW1C47210388,MCU,1663082980,28
1013,62593,CPW1C47210388,ADXL,1663082984,28.29113924
1013,62593,CPW1C47210388,MCU,1663082984,28
1013,62593,CPW1C47210388,ADXL,1663082988,28.2278481
1013,62593,CPW1C47210388,MCU,1663082988,28
1013,62593,CPW1C47210388,ADXL,1663082992,28.2278481
1013,62593,CPW1C47210388,MCU,1663082992,28
1013,62593,CPW1C47210388,ADXL,1663082996,28.29113924
1013,62593,CPW1C47210388,MCU,1663082996,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083000,28.2278481
1013,62593,CPW1C47210388,MCU,1663083000,28
1013,62593,CPW1C47210388,ADXL,1663083004,28.2278481
1013,62593,CPW1C47210388,MCU,1663083004,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083008,28.2278481
1013,62593,CPW1C47210388,MCU,1663083008,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083012,28.2278481
1013,62593,CPW1C47210388,MCU,1663083012,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083016,28.2278481
1013,62593,CPW1C47210388,MCU,1663083016,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083020,28.2278481
1013,62593,CPW1C47210388,MCU,1663083020,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083024,28.2278481
1013,62593,CPW1C47210388,MCU,1663083024,28
1013,62593,CPW1C47210388,ADXL,1663083028,28.2278481
1013,62593,CPW1C47210388,MCU,1663083028,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083032,28.2278481
1013,62593,CPW1C47210388,MCU,1663083032,28
1013,62593,CPW1C47210388,ADXL,1663083036,28.2278481
1013,62593,CPW1C47210388,MCU,1663083036,28
1013,62593,CPW1C47210388,ADXL,1663083040,28.2278481
1013,62593,CPW1C47210388,MCU,1663083040,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083044,28.2278481
1013,62593,CPW1C47210388,MCU,1663083044,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083048,28.2278481
1013,62593,CPW1C47210388,MCU,1663083048,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083052,28.2278481
1013,62593,CPW1C47210388,MCU,1663083052,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083056,28.29113924
1013,62593,CPW1C47210388,MCU,1663083056,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083060,28.2278481
1013,62593,CPW1C47210388,MCU,1663083060,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083064,28.2278481
1013,62593,CPW1C47210388,MCU,1663083064,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083068,28.2278481
1013,62593,CPW1C47210388,MCU,1663083068,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083072,28.2278481
1013,62593,CPW1C47210388,MCU,1663083072,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083076,28.2278481
1013,62593,CPW1C47210388,MCU,1663083076,28
1013,62593,CPW1C47210388,ADXL,1663083080,28.2278481
1013,62593,CPW1C47210388,MCU,1663083080,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083084,28.2278481
1013,62593,CPW1C47210388,MCU,1663083084,28
1013,62593,CPW1C47210388,ADXL,1663083088,28.2278481
1013,62593,CPW1C47210388,MCU,1663083088,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083092,28.16455696
1013,62593,CPW1C47210388,MCU,1663083092,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083096,28.2278481
1013,62593,CPW1C47210388,MCU,1663083096,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083100,28.2278481
1013,62593,CPW1C47210388,MCU,1663083100,28
1013,62593,CPW1C47210388,ADXL,1663083104,28.2278481
1013,62593,CPW1C47210388,MCU,1663083104,28
1013,62593,CPW1C47210388,ADXL,1663083108,28.16455696
1013,62593,CPW1C47210388,MCU,1663083108,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083112,28.2278481
1013,62593,CPW1C47210388,MCU,1663083112,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083116,28.2278481
1013,62593,CPW1C47210388,MCU,1663083116,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083120,28.2278481
1013,62593,CPW1C47210388,MCU,1663083120,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083124,28.29113924
1013,62593,CPW1C47210388,MCU,1663083124,28
1013,62593,CPW1C47210388,ADXL,1663083128,28.16455696
1013,62593,CPW1C47210388,MCU,1663083128,28
1013,62593,CPW1C47210388,ADXL,1663083132,28.2278481
1013,62593,CPW1C47210388,MCU,1663083132,28
1013,62593,CPW1C47210388,ADXL,1663083136,28.2278481
1013,62593,CPW1C47210388,MCU,1663083136,28
1013,62593,CPW1C47210388,ADXL,1663083140,28.2278481
1013,62593,CPW1C47210388,MCU,1663083140,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083144,28.2278481
1013,62593,CPW1C47210388,MCU,1663083144,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083148,28.2278481
1013,62593,CPW1C47210388,MCU,1663083148,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083152,28.2278481
1013,62593,CPW1C47210388,MCU,1663083152,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083156,28.2278481
1013,62593,CPW1C47210388,MCU,1663083156,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083160,28.2278481
1013,62593,CPW1C47210388,MCU,1663083160,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083164,28.16455696
1013,62593,CPW1C47210388,MCU,1663083164,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083168,28.2278481
1013,62593,CPW1C47210388,MCU,1663083168,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083172,28.2278481
1013,62593,CPW1C47210388,MCU,1663083172,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083176,28.2278481
1013,62593,CPW1C47210388,MCU,1663083176,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083180,28.29113924
1013,62593,CPW1C47210388,MCU,1663083180,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083184,28.2278481
1013,62593,CPW1C47210388,MCU,1663083184,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083188,28.2278481
1013,62593,CPW1C47210388,MCU,1663083188,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083192,28.2278481
1013,62593,CPW1C47210388,MCU,1663083192,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083196,28.29113924
1013,62593,CPW1C47210388,MCU,1663083196,28
1013,62593,CPW1C47210388,ADXL,1663083200,28.2278481
1013,62593,CPW1C47210388,MCU,1663083200,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083204,28.29113924
1013,62593,CPW1C47210388,MCU,1663083204,28
1013,62593,CPW1C47210388,ADXL,1663083208,28.29113924
1013,62593,CPW1C47210388,MCU,1663083208,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083212,28.2278481
1013,62593,CPW1C47210388,MCU,1663083212,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083216,28.29113924
1013,62593,CPW1C47210388,MCU,1663083216,28
1013,62593,CPW1C47210388,ADXL,1663083220,28.2278481
1013,62593,CPW1C47210388,MCU,1663083220,28
1013,62593,CPW1C47210388,ADXL,1663083224,28.41772152
1013,62593,CPW1C47210388,MCU,1663083224,28
1013,62593,CPW1C47210388,ADXL,1663083228,28.29113924
1013,62593,CPW1C47210388,MCU,1663083228,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083232,28.29113924
1013,62593,CPW1C47210388,MCU,1663083232,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083236,28.29113924
1013,62593,CPW1C47210388,MCU,1663083236,28
1013,62593,CPW1C47210388,ADXL,1663083240,28.29113924
1013,62593,CPW1C47210388,MCU,1663083240,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083244,28.29113924
1013,62593,CPW1C47210388,MCU,1663083244,28
1013,62593,CPW1C47210388,ADXL,1663083248,28.29113924
1013,62593,CPW1C47210388,MCU,1663083248,28
1013,62593,CPW1C47210388,ADXL,1663083252,28.48101266
1013,62593,CPW1C47210388,MCU,1663083252,28
1013,62593,CPW1C47210388,ADXL,1663083256,28.2278481
1013,62593,CPW1C47210388,MCU,1663083256,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083260,28.2278481
1013,62593,CPW1C47210388,MCU,1663083260,28
1013,62593,CPW1C47210388,ADXL,1663083264,28.2278481
1013,62593,CPW1C47210388,MCU,1663083264,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083268,28.29113924
1013,62593,CPW1C47210388,MCU,1663083268,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083272,28.48101266
1013,62593,CPW1C47210388,MCU,1663083272,28
1013,62593,CPW1C47210388,ADXL,1663083276,28.29113924
1013,62593,CPW1C47210388,MCU,1663083276,28
1013,62593,CPW1C47210388,ADXL,1663083280,28.29113924
1013,62593,CPW1C47210388,MCU,1663083280,28
1013,62593,CPW1C47210388,ADXL,1663083284,28.2278481
1013,62593,CPW1C47210388,MCU,1663083284,28
1013,62593,CPW1C47210388,ADXL,1663083288,28.2278481
1013,62593,CPW1C47210388,MCU,1663083288,28
1013,62593,CPW1C47210388,ADXL,1663083292,28.2278481
1013,62593,CPW1C47210388,MCU,1663083292,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083296,28.41772152
1013,62593,CPW1C47210388,MCU,1663083296,28
1013,62593,CPW1C47210388,ADXL,1663083300,28.29113924
1013,62593,CPW1C47210388,MCU,1663083300,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083304,28.29113924
1013,62593,CPW1C47210388,MCU,1663083304,28
1013,62593,CPW1C47210388,ADXL,1663083308,28.48101266
1013,62593,CPW1C47210388,MCU,1663083308,28
1013,62593,CPW1C47210388,ADXL,1663083312,28.41772152
1013,62593,CPW1C47210388,MCU,1663083312,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083316,28.48101266
1013,62593,CPW1C47210388,MCU,1663083316,28
1013,62593,CPW1C47210388,ADXL,1663083320,28.41772152
1013,62593,CPW1C47210388,MCU,1663083320,28
1013,62593,CPW1C47210388,ADXL,1663083324,28.41772152
1013,62593,CPW1C47210388,MCU,1663083324,28
1013,62593,CPW1C47210388,ADXL,1663083328,28.48101266
1013,62593,CPW1C47210388,MCU,1663083328,27.71428571
1013,62593,CPW1C47210388,ADXL,1663083332,28.48101266
1013,62593,CPW1C47210388,MCU,1663083332,28
1013,62593,CPW1C47210388,ADXL,1663083336,28.48101266
1013,62593,CPW1C47210388,MCU,1663083336,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083340,28.48101266
1013,62593,CPW1C47210388,MCU,1663083340,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083344,28.48101266
1013,62593,CPW1C47210388,MCU,1663083344,28
1013,62593,CPW1C47210388,ADXL,1663083348,28.41772152
1013,62593,CPW1C47210388,MCU,1663083348,28
1013,62593,CPW1C47210388,ADXL,1663083352,28.48101266
1013,62593,CPW1C47210388,MCU,1663083352,28
1013,62593,CPW1C47210388,ADXL,1663083356,28.48101266
1013,62593,CPW1C47210388,MCU,1663083356,28
1013,62593,CPW1C47210388,ADXL,1663083360,28.48101266
1013,62593,CPW1C47210388,MCU,1663083360,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083364,28.48101266
1013,62593,CPW1C47210388,MCU,1663083364,28
1013,62593,CPW1C47210388,ADXL,1663083368,28.48101266
1013,62593,CPW1C47210388,MCU,1663083368,28
1013,62593,CPW1C47210388,ADXL,1663083372,28.48101266
1013,62593,CPW1C47210388,MCU,1663083372,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083376,28.60759494
1013,62593,CPW1C47210388,MCU,1663083376,28
1013,62593,CPW1C47210388,ADXL,1663083380,28.48101266
1013,62593,CPW1C47210388,MCU,1663083380,28.28571429
1013,62593,CPW1C47210388,ADXL,1663083384,28.60759494
1013,62593,CPW1C47210388,MCU,1663083384,28
1013,62593,CPW1C47210388,ADXL,1663083388,28.60759494
